timestamp,price,datetime
1755801254756,22.88,2025-08-22T00:04:14.756000
1755801255576,22.88,2025-08-22T00:04:15.576000
1755801257568,22.87,2025-08-22T00:04:17.568000
1755801259577,22.87,2025-08-22T00:04:19.577000
1755801261580,22.87,2025-08-22T00:04:21.580000
1755801263890,22.87,2025-08-22T00:04:23.890000
1755801265576,22.87,2025-08-22T00:04:25.576000
1755801267889,22.87,2025-08-22T00:04:27.889000
1755801269881,22.87,2025-08-22T00:04:29.881000
1755801271567,22.87,2025-08-22T00:04:31.567000
1755801273566,22.87,2025-08-22T00:04:33.566000
1755801275578,22.87,2025-08-22T00:04:35.578000
1755801277896,22.87,2025-08-22T00:04:37.896000
1755801279573,22.87,2025-08-22T00:04:39.573000
1755801281576,22.87,2025-08-22T00:04:41.576000
1755801283574,22.87,2025-08-22T00:04:43.574000
